osmid,lat,lon
5469624477,46.7336012,-117.1612812
5469624483,46.7334002,-117.1639977
5469624494,46.7332829,-117.1640027
5469624496,46.7332958,-117.1642818
5469624501,46.7331951,-117.1643346
5469624521,46.7333066,-117.1645622
5469624522,46.7332808,-117.1645304
5469624536,46.7291144,-117.1649388
5469624538,46.7285126,-117.1640961
5469624539,46.7289531,-117.1642602
5469624542,46.7289748,-117.1647799
5469624545,46.7293912,-117.1621353
5469624557,46.7284893,-117.1619289
5469624559,46.7279674,-117.1617312
5469624560,46.7284193,-117.1620967
5469624561,46.7283248,-117.1620230
5469624567,46.7277359,-117.1618941
5469624570,46.7276502,-117.1619204
5469624583,46.7269028,-117.1626279
5469624588,46.7267257,-117.1625297
5469624592,46.7264757,-117.1625325
5469695229,46.7310321,-117.1564820
5469695230,46.7309634,-117.1579335
5469695240,46.7298898,-117.1552426
5469695248,46.7297335,-117.1552739
5469695266,46.7301748,-117.1535476
5469695271,46.7297796,-117.1536746
5469695272,46.7296487,-117.1537346
5469695276,46.7298800,-117.1584572
5469695323,46.7266300,-117.1608429
5469695372,46.7272227,-117.1617839
5470102703,46.7269755,-117.1655081
5470102922,46.7255964,-117.1655493
5470102923,46.7263741,-117.1657823
5470102924,46.7266453,-117.1657861
5470102925,46.7267137,-117.1657879
5470102927,46.7267950,-117.1657861
5470102928,46.7268225,-117.1657789
5470102929,46.7268714,-117.1657109
5470102930,46.7269089,-117.1656015
5470102931,46.7268322,-117.1655250
5470102932,46.7267718,-117.1655167
5470102933,46.7268927,-117.1656665
5470102934,46.7268015,-117.1655180
5470102935,46.7268508,-117.1657465
5470102936,46.7268603,-117.1655335
5470110430,46.7261012,-117.1696064
5470110431,46.7253832,-117.1685976
5470110432,46.7269902,-117.1687122
5470110433,46.7268876,-117.1688556
5470110434,46.7267756,-117.1686999
5470110435,46.7266112,-117.1689398
5470110436,46.7263925,-117.1686285
5470110437,46.7266431,-117.1682272
5470110438,46.7265441,-117.1683856
5470110439,46.7263024,-117.1680527
5470110440,46.7262809,-117.1680860
5470110441,46.7261131,-117.1678334
5470110442,46.7261145,-117.1677120
5470110443,46.7261975,-117.1675830
5470110444,46.7263386,-117.1685559
5470110445,46.7263145,-117.1685932
5470110446,46.7261548,-117.1683758
5470110447,46.7263315,-117.1680944
5470110448,46.7265397,-117.1683927
5470110455,46.7300585,-117.1744572
5470110456,46.7299714,-117.1746626
5470110457,46.7299261,-117.1747650
5470110458,46.7298577,-117.1748962
5470110459,46.7298118,-117.1750004
5470110460,46.7297414,-117.1751263
5470110461,46.7297207,-117.1751398
5470110462,46.7297079,-117.1751224
5470110463,46.7297065,-117.1751009
5470110465,46.7297066,-117.1750748
5470110466,46.7297129,-117.1749731
5470110467,46.7297165,-117.1748649
5470110468,46.7297184,-117.1747856
5470110469,46.7297181,-117.1746582
5470110470,46.7297122,-117.1745551
5470110471,46.7297023,-117.1744134
5470110472,46.7296833,-117.1742659
5470110473,46.7296544,-117.1741089
5470110474,46.7296275,-117.1739725
5470110475,46.7295681,-117.1737584
5470110476,46.7295373,-117.1736540
5470110477,46.7294922,-117.1735379
5470110478,46.7294315,-117.1734056
5470110479,46.7293554,-117.1732399
5470110488,46.7284945,-117.1714164
5470110491,46.7282411,-117.1708712
5470111527,46.7267469,-117.1671428
5470111531,46.7269060,-117.1671675
5470111532,46.7267272,-117.1668830
5470111534,46.7298551,-117.1746951
5470111535,46.7299579,-117.1746938
5470111536,46.7299024,-117.1760024
5470111537,46.7299374,-117.1756166
5470111538,46.7296395,-117.1755615
5470111539,46.7295842,-117.1755226
5470111540,46.7295480,-117.1780738
5470111541,46.7297583,-117.1780492
5470111542,46.7297332,-117.1775954
5470111543,46.7290481,-117.1789006
5470111550,46.7288260,-117.1784371
5470111551,46.7288710,-117.1793459
5470111552,46.7291269,-117.1793177
5470111553,46.7291085,-117.1788939
5470111554,46.7290740,-117.1810466
5470111555,46.7292548,-117.1810270
5470111556,46.7292392,-117.1807719
5470111557,46.7290588,-117.1807906
5470111558,46.7291715,-117.1807789
5470111559,46.7291600,-117.1805239
5470111560,46.7289289,-117.1805491
5470111561,46.7292890,-117.1816792
5470111562,46.7292997,-117.1816984
5470111563,46.7293141,-117.1817117
5470111564,46.7293306,-117.1817177
5470111565,46.7293476,-117.1817158
5470111566,46.7293633,-117.1817063
5470111567,46.7293795,-117.1815971
5470111568,46.7293670,-117.1815779
5470111569,46.7293508,-117.1815659
5470111570,46.7293328,-117.1815625
5470111571,46.7293151,-117.1815682
5470111572,46.7292997,-117.1815821
5470111573,46.7293761,-117.1816900
5470111574,46.7293847,-117.1816686
5470111575,46.7293883,-117.1816444
5470111576,46.7293865,-117.1816197
5470111577,46.7292884,-117.1816028
5470111578,46.7292825,-117.1816279
5470111579,46.7292827,-117.1816544
5470111595,46.7298049,-117.1816939
5470116742,46.7303382,-117.1807625
5470116743,46.7302372,-117.1805285
5470116744,46.7304180,-117.1803558
5470116745,46.7300452,-117.1776285
5470116754,46.7300881,-117.1772758
5470116755,46.7301324,-117.1770555
5470116756,46.7301756,-117.1768161
5470116757,46.7300006,-117.1764417
5470116758,46.7301062,-117.1759305
5470116759,46.7301920,-117.1744442
5470116760,46.7311795,-117.1748636
5470116761,46.7313898,-117.1750745
5470116762,46.7313205,-117.1752388
5470116763,46.7311015,-117.1750358
5470116807,46.7311470,-117.1697789
5470116808,46.7312234,-117.1698368
5470116810,46.7312800,-117.1700596
5470116811,46.7312588,-117.1699130
5470116812,46.7304924,-117.1687596
5470122364,46.7292336,-117.1696667
5470122365,46.7292806,-117.1706903
5470123727,46.7307062,-117.1718581
5470123728,46.7307488,-117.1716009
5470123740,46.7312801,-117.1700202
5470123741,46.7312695,-117.1699487
5470123742,46.7312055,-117.1698176
5470123743,46.7311656,-117.1697863
5470123746,46.7312227,-117.1720008
5470123757,46.7308530,-117.1730995
5470123758,46.7307822,-117.1730816
5470123759,46.7293498,-117.1751249
5470123760,46.7288292,-117.1782960
5470123761,46.7285802,-117.1783170
5470123762,46.7285704,-117.1780344
5470123763,46.7286325,-117.1779073
5470150634,46.7344982,-117.1647874
5470150642,46.7301336,-117.1593555
5470150661,46.7270754,-117.1582351
5470150695,46.7298581,-117.1564907
5470150696,46.7296769,-117.1562871
5470150697,46.7296593,-117.1563332
5470150698,46.7296329,-117.1563692
5470150699,46.7296002,-117.1563917
5470150700,46.7295644,-117.1563985
5470150701,46.7295288,-117.1563890
5470150702,46.7294448,-117.1556780
5470150703,46.7294568,-117.1556229
5470150704,46.7295343,-117.1555604
5470150706,46.7294970,-117.1563641
5470150707,46.7294719,-117.1563261
5470150708,46.7294605,-117.1562805
5470150709,46.7296254,-117.1555493
5470150711,46.7296530,-117.1555993
5470150712,46.7294824,-117.1555855
5470150713,46.7296196,-117.1554515
5470153770,46.7350496,-117.1592124
5470159511,46.7355473,-117.1599199
5470159512,46.7351508,-117.1599041
5470159513,46.7350494,-117.1598907
5470159514,46.7352308,-117.1599368
5470164614,46.7351129,-117.1569045
5470164618,46.7349480,-117.1591576
5470164619,46.7347236,-117.1590682
5470164621,46.7341706,-117.1592176
5470164622,46.7341694,-117.1592371
5470164624,46.7345971,-117.1573483
5470164625,46.7347549,-117.1570624
5470164628,46.7361984,-117.1574629
5470164634,46.7341869,-117.1584513
5470164635,46.7342529,-117.1581420
5470164636,46.7343373,-117.1578979
5470164639,46.7342061,-117.1583416
5470164640,46.7342745,-117.1580699
5470164641,46.7346753,-117.1572021
5470164642,46.7344535,-117.1576464
5471718148,46.7510528,-117.1734460
5471718150,46.7514480,-117.1724343
5471718151,46.7514679,-117.1724459
5471718152,46.7515493,-117.1725966
5471718153,46.7515632,-117.1727242
5471718154,46.7515147,-117.1804647
5471718155,46.7515099,-117.1804389
5471718156,46.7515066,-117.1804117
5471718157,46.7515053,-117.1803787
5471718158,46.7515066,-117.1803438
5471718159,46.7515132,-117.1803078
5471718160,46.7515219,-117.1802709
5471718161,46.7515299,-117.1802292
5471718162,46.7515372,-117.1801845
5471718163,46.7515405,-117.1801447
5471718164,46.7515452,-117.1801078
5471718165,46.7515478,-117.1800603
5471718166,46.7515478,-117.1800166
5471718167,46.7515472,-117.1799632
5471718168,46.7515445,-117.1799117
5471718169,46.7515458,-117.1798894
5471718170,46.7515512,-117.1798476
5471718171,46.7515625,-117.1798078
5471718172,46.7515722,-117.1797646
5471718173,46.7515718,-117.1797525
5471718174,46.7515751,-117.1797204
5471718175,46.7515811,-117.1796816
5471718176,46.7515904,-117.1796369
5471718177,46.7516017,-117.1795845
5471718178,46.7516110,-117.1795350
5471718179,46.7516157,-117.1794855
5471718180,46.7516230,-117.1794449
5471718181,46.7516325,-117.1794041
5471718182,46.7516340,-117.1793568
5471718183,46.7516314,-117.1792942
5471718184,46.7516266,-117.1792392
5471718185,46.7516266,-117.1791834
5471718186,46.7516272,-117.1791233
5471718187,46.7516307,-117.1790566
5471718188,46.7516375,-117.1789933
5471718189,46.7516493,-117.1789269
5471718190,46.7516673,-117.1788451
5471718191,46.7516870,-117.1787771
5471718192,46.7516979,-117.1787220
5471718193,46.7517063,-117.1786640
5471718194,46.7517116,-117.1785616
5471718195,46.7517025,-117.1785077
5471718196,46.7517013,-117.1784568
5471718197,46.7517046,-117.1784113
5471718198,46.7517096,-117.1783574
5471718199,46.7517104,-117.1783022
5471718200,46.7517170,-117.1782810
5471718201,46.7517345,-117.1782392
5471718202,46.7517507,-117.1781895
5471718203,46.7517581,-117.1781386
5471718204,46.7517673,-117.1780532
5471718205,46.7517764,-117.1779514
5471718206,46.7511118,-117.1785666
5471718207,46.7510958,-117.1785985
5471718208,46.7511465,-117.1785772
5471718209,46.7512085,-117.1786535
5471718210,46.7516452,-117.1797797
5471718211,46.7491716,-117.1726825
5471718212,46.7487708,-117.1727495
5471718213,46.7489759,-117.1727220
5471718214,46.7489432,-117.1723376
5471718215,46.7482319,-117.1728825
5471718216,46.7482248,-117.1724995
5471746183,46.7370652,-117.1606944
5471746184,46.7369303,-117.1608282
5471746186,46.7370219,-117.1607281
5471746187,46.7371043,-117.1606598
5471746189,46.7371974,-117.1605182
5471785734,46.7320942,-117.1539824
5471785735,46.7319694,-117.1540122
5471785736,46.7309326,-117.1552149
5471785737,46.7309548,-117.1554908
5471785739,46.7309383,-117.1554475
5471785740,46.7303244,-117.1554053
5471785742,46.7284556,-117.1524910
5471785744,46.7285190,-117.1524625
5471785870,46.7286702,-117.1478690
5471785871,46.7294477,-117.1477607
5471785872,46.7299087,-117.1494555
5471785873,46.7298286,-117.1493155
5471785874,46.7297984,-117.1491350
5471785890,46.7295882,-117.1508268
5471785891,46.7292272,-117.1508621
5471785896,46.7293886,-117.1508471
5471785935,46.7293859,-117.1502750
5471785936,46.7285075,-117.1503508
5471785937,46.7295527,-117.1500604
5471785952,46.7286085,-117.1478486
5471785953,46.7292495,-117.1513861
5471785967,46.7332032,-117.1551885
5471810823,46.7331578,-117.1562770
5471810824,46.7329508,-117.1563054
5471810831,46.7330562,-117.1563012
5471810832,46.7329406,-117.1564402
5471810842,46.7331618,-117.1573494
5471810843,46.7332865,-117.1573626
5471810845,46.7303676,-117.1611185
5471810846,46.7306353,-117.1610604
5471810861,46.7306966,-117.1599699
5471810862,46.7307340,-117.1599780
5471810873,46.7311491,-117.1582459
5471810874,46.7310371,-117.1582496
5471869401,46.7312239,-117.1546836
5471869402,46.7311976,-117.1546681
5471869403,46.7311783,-117.1546257
5471869426,46.7304628,-117.1590691
5471869430,46.7294680,-117.1573744
5471869437,46.7300816,-117.1596804
5471869438,46.7299703,-117.1594868
5471869439,46.7299803,-117.1594293
5471869442,46.7278095,-117.1634946
5471869469,46.7262087,-117.1639965
5471869470,46.7262102,-117.1637065
5471869471,46.7262094,-117.1638633
5471869472,46.7263936,-117.1638634
5471869477,46.7253099,-117.1646218
5471869478,46.7253067,-117.1645404
5471874281,46.7227270,-117.1621675
5471874307,46.7229851,-117.1633127
5471874308,46.7228726,-117.1632417
5471874309,46.7227007,-117.1627043
5471874310,46.7227139,-117.1624727
5471874311,46.7227054,-117.1625913
5471874312,46.7223052,-117.1624656
5471874313,46.7224704,-117.1625648
5471874928,46.7242098,-117.1631026
5471874929,46.7246643,-117.1662654
5471874930,46.7243860,-117.1667760
5471874931,46.7241889,-117.1657941
5471874932,46.7243047,-117.1659216
5471874933,46.7240565,-117.1664160
5471874934,46.7249256,-117.1671369
5471874935,46.7247026,-117.1668555
5471874936,46.7248046,-117.1669843
5471874937,46.7246973,-117.1671734
5471874942,46.7257656,-117.1672669
5471874943,46.7257468,-117.1672711
5471874944,46.7257305,-117.1672647
5471874945,46.7255375,-117.1669832
5471874946,46.7252533,-117.1665965
5471874947,46.7250900,-117.1663768
5471874948,46.7250730,-117.1663551
5471874949,46.7250645,-117.1663273
5471874950,46.7250709,-117.1662933
5471874951,46.7251530,-117.1661775
5471874952,46.7257822,-117.1672557
5471874953,46.7258643,-117.1671266
5474394597,46.7388569,-117.1665019
5474394598,46.7388642,-117.1664773
5474394599,46.7388595,-117.1664931
5474394603,46.7387663,-117.1668133
5474394604,46.7386809,-117.1667628
5474394615,46.7366077,-117.1632151
5474394618,46.7364319,-117.1632515
5474394826,46.7366451,-117.1633659
5474394842,46.7372793,-117.1631252
5474394843,46.7372626,-117.1631212
5474394847,46.7376343,-117.1629505
5474394848,46.7377425,-117.1627673
5474394849,46.7375169,-117.1629655
5474394867,46.7371344,-117.1631431
5474394876,46.7369435,-117.1649340
5474394910,46.7364750,-117.1634156
5474394913,46.7379392,-117.1648238
5474394914,46.7380001,-117.1647062
5474394915,46.7379978,-117.1647513
5474394916,46.7379699,-117.1648113
5474394961,46.7385368,-117.1674902
5474394962,46.7383999,-117.1676982
5474394988,46.7381755,-117.1677966
5474394989,46.7382570,-117.1680329
5474394996,46.7392272,-117.1652644
5474395006,46.7401582,-117.1619307
5474395023,46.7405436,-117.1602032
5474395024,46.7404102,-117.1601807
5474395025,46.7404037,-117.1601741
5474395026,46.7404004,-117.1601664
5474395027,46.7403977,-117.1601538
5474395028,46.7404322,-117.1597158
5474395029,46.7404355,-117.1596269
5474395030,46.7404375,-117.1596066
5474395031,46.7404421,-117.1595901
5474395032,46.7404481,-117.1595737
5474395033,46.7404587,-117.1595592
5474395034,46.7406694,-117.1593213
5474395035,46.7407999,-117.1591811
5474395036,46.7408079,-117.1591782
5474395037,46.7408172,-117.1591782
5474395038,46.7408258,-117.1591850
5474395039,46.7408735,-117.1592769
5474395040,46.7408967,-117.1593088
5474395041,46.7409931,-117.1593973
5474395042,46.7408675,-117.1594915
5474395043,46.7409255,-117.1593344
5474395044,46.7404656,-117.1595514
5474395045,46.7403021,-117.1598265
5474395046,46.7404283,-117.1597800
5474395054,46.7399505,-117.1599125
5474395056,46.7395780,-117.1599476
5474395082,46.7398303,-117.1571127
5474395087,46.7403133,-117.1594796
5474395152,46.7387036,-117.1564584
5474395153,46.7386004,-117.1557020
5474395177,46.7373512,-117.1573313
5474395178,46.7373348,-117.1571614
5474395179,46.7373516,-117.1566974
5474395180,46.7372992,-117.1565325
5474397549,46.7363393,-117.1619971
5474397551,46.7363481,-117.1620624
5474427950,46.7376110,-117.1665596
5474427956,46.7376020,-117.1665348
5474427971,46.7392198,-117.1652580
5474427972,46.7391989,-117.1652354
5474427973,46.7390749,-117.1652170
5474427974,46.7390994,-117.1652120
5474427986,46.7390645,-117.1652246
5474427987,46.7390875,-117.1652140
5474427988,46.7391690,-117.1652139
5474427989,46.7390420,-117.1658961
5474428059,46.7396717,-117.1678537
5474428076,46.7401451,-117.1631903
5474428087,46.7401998,-117.1634528
5474428088,46.7402337,-117.1635628
5474428089,46.7401886,-117.1626882
5474428090,46.7402346,-117.1621529
5474428096,46.7402627,-117.1612462
5474428097,46.7401405,-117.1627252
5474428098,46.7401446,-117.1626819
5474428099,46.7401883,-117.1621442
5474451498,46.7402715,-117.1617096
5474451499,46.7402306,-117.1616189
5474451500,46.7403884,-117.1612725
5474451501,46.7402660,-117.1612001
5474451503,46.7403118,-117.1612564
5474451505,46.7403937,-117.1602070
5474451506,46.7403608,-117.1612667
5474451507,46.7404406,-117.1602419
5474451508,46.7403390,-117.1602053
5474451515,46.7390058,-117.1679770
5474451582,46.7400583,-117.1635023
5474476415,46.7408040,-117.1663496
5474476456,46.7406517,-117.1647385
5474476734,46.7398425,-117.1694339
5474476735,46.7398146,-117.1694523
5474476808,46.7394854,-117.1717276
5474476809,46.7393118,-117.1712292
5474476810,46.7391431,-117.1710201
5474476811,46.7393560,-117.1719544
5474476812,46.7390849,-117.1711559
5474476813,46.7386687,-117.1699641
5474476814,46.7386498,-117.1699008
5474476815,46.7386102,-117.1698097
5474476824,46.7382429,-117.1679928
5474476825,46.7380424,-117.1681146
5474476826,46.7359988,-117.1675759
5474476827,46.7358491,-117.1670195
5474476828,46.7395974,-117.1727189
5474476829,46.7395934,-117.1726618
5474476830,46.7395999,-117.1726829
5474476831,46.7396021,-117.1727020
5474476833,46.7395896,-117.1727453
5474476834,46.7395786,-117.1727570
5474476835,46.7395671,-117.1727681
5474476836,46.7390167,-117.1732238
5474476838,46.7398028,-117.1725935
5474476839,46.7398082,-117.1725950
5474476840,46.7398177,-117.1725959
5474476841,46.7398239,-117.1725967
5474476842,46.7398328,-117.1725947
5474476843,46.7398446,-117.1725877
5474476845,46.7399226,-117.1725346
5474476846,46.7401006,-117.1724119
5474476847,46.7387960,-117.1707945
5474476848,46.7388247,-117.1708036
5474476849,46.7388483,-117.1708220
5474476850,46.7387696,-117.1707972
5474476851,46.7387470,-117.1708120
5474476852,46.7387294,-117.1708371
5474476853,46.7388732,-117.1708544
5474476854,46.7386635,-117.1713606
5474476855,46.7386324,-117.1712648
5474476856,46.7386376,-117.1712161
5474476857,46.7386478,-117.1713422
5474476860,46.7380611,-117.1724455
5474476864,46.7377618,-117.1725097
5474476866,46.7382319,-117.1720442
5474476867,46.7382317,-117.1725664
5474476868,46.7385905,-117.1723742
5474476869,46.7382330,-117.1723771
5474476870,46.7367896,-117.1667368
5474476905,46.7379752,-117.1679345
5474494233,46.7392560,-117.1694465
5474494237,46.7395826,-117.1720050
5474494238,46.7398078,-117.1723040
5474494239,46.7398310,-117.1723090
5474494240,46.7397869,-117.1722726
5474494241,46.7400394,-117.1721560
5474494242,46.7400599,-117.1721333
5474494243,46.7400579,-117.1720353
5474494244,46.7400669,-117.1720627
5474494245,46.7400691,-117.1720891
5474494246,46.7395741,-117.1719623
5474494247,46.7401110,-117.1713802
5474494248,46.7401235,-117.1713684
5474494249,46.7401346,-117.1713488
5474494250,46.7401383,-117.1713288
5474494251,46.7401336,-117.1713011
5474494252,46.7401240,-117.1712755
5474494253,46.7400531,-117.1711391
5474494254,46.7412497,-117.1699916
5474494255,46.7412829,-117.1699717
5474494256,46.7413259,-117.1699553
5474494257,46.7413699,-117.1699522
5474494258,46.7414085,-117.1699551
5474494259,46.7414439,-117.1699619
5474494260,46.7414750,-117.1699916
5474494261,46.7414943,-117.1700417
5474494262,46.7414964,-117.1700949
5474494263,46.7414900,-117.1701481
5474494264,46.7414750,-117.1701963
5474494265,46.7414492,-117.1702389
5474494266,46.7414085,-117.1702733
5474494267,46.7413634,-117.1703015
5474494268,46.7412819,-117.1703453
5474494269,46.7410181,-117.1704799
5474494270,46.7409168,-117.1705379
5474494271,46.7406677,-117.1705440
5474494272,46.7407721,-117.1705487
5474494273,46.7409666,-117.1705089
5474494274,46.7408145,-117.1705492
5474494275,46.7408697,-117.1705483
5474494276,46.7408933,-117.1705453
5474494283,46.7369451,-117.1675538
5474494284,46.7369479,-117.1667747
5474494285,46.7376925,-117.1678308
5474494286,46.7376556,-117.1676505
5474494287,46.7375899,-117.1674935
5474494288,46.7367736,-117.1665251
5474494289,46.7368026,-117.1665846
5474494291,46.7367439,-117.1664542
5474494293,46.7363041,-117.1670284
5474494298,46.7361726,-117.1667588
5474494299,46.7363183,-117.1664740
5474494300,46.7358264,-117.1665841
5474494301,46.7355902,-117.1665283
5474494302,46.7355487,-117.1659101
5474494303,46.7359671,-117.1666441
5474494304,46.7361275,-117.1662740
5474494319,46.7364940,-117.1616615
5474494328,46.7358963,-117.1593806
5474494338,46.7368502,-117.1595758
5476934631,46.7453613,-117.1817750
5476934632,46.7453701,-117.1817446
5476934633,46.7453082,-117.1818396
5476934634,46.7452643,-117.1818463
5476934635,46.7452229,-117.1818287
5476934636,46.7451921,-117.1817949
5476934637,46.7451787,-117.1816320
5476934649,46.7453826,-117.1811235
5476934650,46.7453665,-117.1810356
5476934651,46.7453807,-117.1810873
5476934652,46.7452055,-117.1811750
5476934659,46.7467903,-117.1856875
5476934662,46.7466393,-117.1856406
5476934663,46.7465517,-117.1855543
5476934664,46.7459585,-117.1856615
5476934665,46.7461840,-117.1855179
5476934668,46.7460778,-117.1854430
5476943725,46.7330232,-117.1272498
5476943726,46.7330031,-117.1272531
5476943727,46.7329852,-117.1272529
5476943728,46.7329668,-117.1272417
5476943729,46.7329553,-117.1272188
5476943730,46.7326340,-117.1254390
5476943731,46.7326197,-117.1253319
5476943732,46.7325817,-117.1250227
5476943733,46.7325731,-117.1248806
5476943734,46.7325617,-117.1247758
5476943735,46.7326244,-117.1247014
5476943736,46.7326648,-117.1246424
5476943737,46.7327332,-117.1245766
5476943738,46.7328216,-117.1245190
5476955399,46.7238557,-117.1419560
5476955400,46.7243986,-117.1415085
5476955401,46.7246531,-117.1413974
5476955402,46.7248482,-117.1412202
5476955403,46.7249492,-117.1402661
5476955404,46.7251559,-117.1400033
5476955405,46.7256473,-117.1398723
5476955406,46.7257430,-117.1398094
5476956141,46.7251304,-117.1530832
5476956142,46.7252251,-117.1465543
5476956143,46.7251760,-117.1474991
5476956144,46.7251466,-117.1475849
5476956145,46.7250926,-117.1476422
5476956146,46.7250288,-117.1477352
5476956147,46.7249160,-117.1480215
5476956148,46.7248522,-117.1490164
5476963574,46.7296978,-117.1444867
5476963575,46.7296051,-117.1453724
5476963576,46.7297302,-117.1453587
5476963577,46.7300328,-117.1444596
5476963578,46.7300414,-117.1444610
5476963579,46.7300502,-117.1444720
5476963580,46.7300538,-117.1444916
5476963581,46.7300861,-117.1453165
5476963582,46.7300850,-117.1453302
5476963583,46.7300805,-117.1453404
5476963584,46.7300743,-117.1453460
5476963585,46.7298920,-117.1453643
5476963586,46.7298845,-117.1453605
5476963587,46.7298772,-117.1453524
5476963588,46.7298721,-117.1453390
5476963589,46.7298388,-117.1444763
5476968789,46.7294652,-117.1424433
5476968790,46.7295851,-117.1423157
5476968791,46.7297209,-117.1425458
5476968792,46.7295494,-117.1423126
5476968793,46.7295025,-117.1423457
5476968794,46.7295664,-117.1423110
5476968795,46.7296192,-117.1431126
5476968796,46.7306755,-117.1438608
5476968797,46.7307222,-117.1438951
5476968798,46.7307392,-117.1439243
5476968799,46.7307629,-117.1439996
5476968800,46.7307647,-117.1440880
5476968801,46.7307459,-117.1441542
5476968802,46.7307101,-117.1442042
5476968803,46.7306636,-117.1442299
5476968804,46.7306211,-117.1442363
5476968805,46.7305803,-117.1442141
5476968806,46.7305457,-117.1441558
5476968807,46.7304798,-117.1439886
5476968808,46.7304495,-117.1439381
5476968809,46.7304095,-117.1439065
5476968810,46.7303824,-117.1438887
5476968811,46.7296253,-117.1442902
5476968812,46.7297322,-117.1442479
5476968814,46.7301783,-117.1439642
5476968815,46.7302404,-117.1439228
5476968816,46.7307065,-117.1438763
5476968817,46.7305638,-117.1441882
5476968818,46.7305978,-117.1442279
5476968819,46.7306416,-117.1442358
5476968820,46.7306887,-117.1442192
5476969021,46.7307302,-117.1441792
5476969022,46.7307571,-117.1441270
5476969023,46.7307653,-117.1440454
5476969024,46.7307522,-117.1439598
5476969025,46.7306884,-117.1438652
5476977601,46.7298171,-117.1412013
5476977602,46.7298280,-117.1411811
5476977603,46.7298329,-117.1411473
5476977604,46.7298137,-117.1407244
5476977605,46.7298380,-117.1407132
5476977606,46.7298508,-117.1406983
5476977607,46.7298584,-117.1406760
5476977608,46.7298431,-117.1403202
5476977609,46.7298386,-117.1403026
5476977610,46.7297716,-117.1402271
5476977611,46.7295878,-117.1402420
5476977612,46.7298300,-117.1402817
5476977613,46.7297896,-117.1402340
5476977614,46.7298121,-117.1402531
5476977615,46.7298014,-117.1402421
5476977616,46.7298221,-117.1402659
5476977617,46.7298271,-117.1407206
5476977618,46.7296154,-117.1501193
5476979923,46.7301696,-117.1534172
5476979924,46.7302950,-117.1535347
5476979928,46.7296022,-117.1524251
5476979929,46.7297584,-117.1512546
5476979935,46.7297823,-117.1536104
5476979936,46.7297742,-117.1534278
5476986165,46.7295786,-117.1522103
5476986208,46.7294350,-117.1501699
5476986209,46.7296492,-117.1509211
5476986210,46.7295171,-117.1509346
5476986219,46.7297048,-117.1522042
5477022383,46.7432609,-117.1556219
5477022384,46.7432757,-117.1556177
5477022385,46.7432679,-117.1556182
5477022386,46.7432837,-117.1556183
5477022387,46.7433054,-117.1556315
5477022388,46.7437267,-117.1558441
5477022389,46.7435931,-117.1559696
5477022390,46.7435880,-117.1559868
5477022391,46.7435952,-117.1560444
5477022392,46.7437659,-117.1563818
5477022393,46.7437911,-117.1564593
5477022394,46.7438394,-117.1566401
5477022395,46.7438817,-117.1571563
5477022396,46.7438708,-117.1568939
5477022397,46.7438645,-117.1568046
5477022398,46.7439648,-117.1562949
5477022399,46.7435876,-117.1560239
5477022400,46.7435860,-117.1560057
5477022401,46.7438781,-117.1570214
5477023895,46.7426836,-117.1568855
5477026755,46.7420466,-117.1503127
5477026761,46.7411586,-117.1508755
5477026762,46.7413207,-117.1506372
5477026763,46.7412687,-117.1507497
5477026764,46.7409446,-117.1511372
5477026765,46.7408016,-117.1516023
5477026766,46.7407855,-117.1516561
5477026767,46.7408561,-117.1513573
5477034307,46.7421995,-117.1642655
5477034308,46.7422307,-117.1641695
5477034320,46.7405294,-117.1641918
5477034421,46.7407132,-117.1647556
5477034422,46.7402578,-117.1641545
5477034423,46.7404355,-117.1645753
5477034424,46.7405512,-117.1646866
5477034425,46.7407482,-117.1647602
5477034426,46.7423891,-117.1645929
5477034427,46.7425055,-117.1644722
5477034428,46.7425488,-117.1644157
5477034429,46.7426362,-117.1642637
5477034430,46.7428211,-117.1637531
5477034431,46.7431682,-117.1633524
5477034433,46.7430410,-117.1634151
5477034434,46.7429248,-117.1635435
5477034435,46.7429752,-117.1634659
5477034436,46.7435984,-117.1633992
5477034437,46.7439237,-117.1619336
5477034438,46.7441023,-117.1605338
5477034439,46.7440235,-117.1614137
5477044410,46.7457842,-117.1559481
5477044411,46.7457498,-117.1559203
5477044412,46.7457340,-117.1559147
5477044413,46.7454446,-117.1559461
5477044414,46.7457961,-117.1576630
5477044415,46.7457529,-117.1577052
5477044416,46.7454499,-117.1576874
5477044417,46.7443015,-117.1566755
5477044418,46.7442770,-117.1566375
5477044419,46.7442495,-117.1559118
5477044420,46.7442356,-117.1559149
5477044521,46.7442286,-117.1559184
5477044522,46.7442429,-117.1559127
5477044524,46.7440189,-117.1564822
5484218476,46.7210170,-117.1339890
5484218477,46.7210585,-117.1336590
5484218478,46.7212893,-117.1432154
5484218479,46.7213142,-117.1436900
5484218480,46.7213928,-117.1452119
5484218481,46.7214332,-117.1451384
5484218482,46.7214260,-117.1449162
5484218483,46.7215755,-117.1445792
5484218484,46.7216034,-117.1445564
5484218485,46.7214319,-117.1448691
5484218486,46.7217065,-117.1445440
5484218487,46.7218558,-117.1445331
5484218488,46.7215160,-117.1498702
5484218489,46.7215050,-117.1501285
5484218490,46.7215242,-117.1491570
5484218491,46.7212911,-117.1545749
5484218492,46.7212713,-117.1549024
5484218493,46.7209515,-117.1613842
5519314179,46.7278911,-117.1553705
5519314180,46.7278137,-117.1556445
