osmid,lat,lon
2012322299,46.7299560,-117.2052027
2018441820,46.7307449,-117.1598800
2296014423,46.8409417,-117.3390429
2296014431,46.8388101,-117.3386373
2296014440,46.8399412,-117.3388546
2296015681,46.8306801,-117.3284747
2296015682,46.8369997,-117.3376255
2296015683,46.8297800,-117.3278653
2296015684,46.8358399,-117.3359086
2296015685,46.8338538,-117.3320553
2296015686,46.8377784,-117.3382315
2296015687,46.8331675,-117.3310195
2296015688,46.8315613,-117.3293875
2296015689,46.8329106,-117.3307413
2296015690,46.8364772,-117.3370171
2298311036,46.8152591,-117.3219015
2298311037,46.8243951,-117.3248492
2298315231,46.8007856,-117.3158992
2298315233,46.8048839,-117.3173932
2298315235,46.8097804,-117.3192142
2298315237,46.8077064,-117.3184312
2298319857,46.7947773,-117.3132270
2298319858,46.7964496,-117.3142706
2298319859,46.7944446,-117.3129314
2298322482,46.7885783,-117.3084976
2298325833,46.7826137,-117.2999238
2298325834,46.7815236,-117.2977134
2298325835,46.7822708,-117.2992905
2298330598,46.7771441,-117.2863365
2298330600,46.7727805,-117.2777263
2298330602,46.7645956,-117.2663701
2298330604,46.7556698,-117.2395190
2298330608,46.7593330,-117.2437081
2298330610,46.7592940,-117.2602010
2298330612,46.7610850,-117.2638834
2298330614,46.7595939,-117.2447949
2298330616,46.7585235,-117.2550099
2298330618,46.7584669,-117.2556831
2298330622,46.7589557,-117.2427634
2298330625,46.7596591,-117.2469380
2298330629,46.7607291,-117.2634433
2298330631,46.7585074,-117.2570561
2298337908,46.7443641,-117.2339005
2298337909,46.7461704,-117.2345923
2298337910,46.7456712,-117.2350081
2298337911,46.7453072,-117.2341352
2298337912,46.7467340,-117.2343872
2298337913,46.7473459,-117.2345784
2298346114,46.7385457,-117.2276064
2298346115,46.7425969,-117.2329319
2298346116,46.7372868,-117.2264772
2298346117,46.7398719,-117.2294749
2298354768,46.7317430,-117.2239817
2298357754,46.7089537,-117.2125237
2298357758,46.7227780,-117.2244756
2298357765,46.7099458,-117.2144354
2298357769,46.7231686,-117.2240589
2298357772,46.7188194,-117.2201449
2298357785,46.7129079,-117.2173978
2298357788,46.7230074,-117.2244154
2298357791,46.7105334,-117.2152470
2298357794,46.7067656,-117.2141870
2298357800,46.7115008,-117.2163008
2298357802,46.7219472,-117.2214665
2298357806,46.7209874,-117.2209807
2298357808,46.7231214,-117.2242754
2298362933,46.6970493,-117.1988651
2298362934,46.6969157,-117.1996172
2298362935,46.6920953,-117.2042869
2298362936,46.6924887,-117.2042652
2298362937,46.6969251,-117.1997615
2298370823,46.6595763,-117.1913516
2298370831,46.6691123,-117.1985601
2298370858,46.6785439,-117.1946714
2298370869,46.6541235,-117.1898477
2298370873,46.6755781,-117.1947454
2298370877,46.6562253,-117.1908492
2298370882,46.6549029,-117.1904675
2298370887,46.6900452,-117.2037619
2298370891,46.6675811,-117.1990013
2298370896,46.6545227,-117.1902063
2298370917,46.6586211,-117.1910973
2298370922,46.6747992,-117.1951070
2298370943,46.6650760,-117.1976379
2298370946,46.6667716,-117.1988651
2298370951,46.6804467,-117.1958135
2298370963,46.6897911,-117.2036073
2298370967,46.6663939,-117.1987211
2298370981,46.6603893,-117.1917813
2316288566,46.7301002,-117.1619594
2316288567,46.7296655,-117.1619036
2316288571,46.7295128,-117.1619192
2364686251,46.7334489,-117.1699923
2364686253,46.7336015,-117.1701265
2370016552,46.7299670,-117.1655832
2370016553,46.7301041,-117.1662486
2370016554,46.7301304,-117.1661407
2370016555,46.7302019,-117.1659284
2370016558,46.7302997,-117.1657022
2370016561,46.7303689,-117.1655491
2370016562,46.7304919,-117.1778916
2370016564,46.7306257,-117.1651620
2370016569,46.7313144,-117.1768568
2371061429,46.7305736,-117.1637485
2371061434,46.7308052,-117.1603378
2371061450,46.7308638,-117.1643763
2372222629,46.7288825,-117.1615994
2372222631,46.7289072,-117.1616907
2372222671,46.7316816,-117.1636755
2372222672,46.7316874,-117.1638647
2372281502,46.7349300,-117.1798938
2372281504,46.7350110,-117.1801695
2372281506,46.7364795,-117.1773600
2372281508,46.7365004,-117.1776369
2372281517,46.7381678,-117.1845313
2372281519,46.7382686,-117.1844755
2372281521,46.7383306,-117.1839121
2372281523,46.7383491,-117.1841466
2372281525,46.7390260,-117.1825825
2372281527,46.7390341,-117.1823384
2372281529,46.7399106,-117.1813944
2372281531,46.7399188,-117.1820023
2372281534,46.7399340,-117.1810509
2372281536,46.7399998,-117.1814938
2372281538,46.7400213,-117.1816532
2372281540,46.7400228,-117.1810509
2372281541,46.7400854,-117.1810967
2372281543,46.7402152,-117.1812799
2372281545,46.7403148,-117.1814417
2372281548,46.7404307,-117.1783234
2372281550,46.7412527,-117.1791654
2372281552,46.7411854,-117.1831352
2372281554,46.7413485,-117.1792200
2372281555,46.7414276,-117.1829983
2372281557,46.7416431,-117.1827798
2372281558,46.7427240,-117.1831308
2372281559,46.7427225,-117.1838856
2372281560,46.7427590,-117.1840024
2372281561,46.7428297,-117.1840307
2372281562,46.7433420,-117.1840360
2372281564,46.7449727,-117.1840306
2372281566,46.7451073,-117.1839925
2373867664,46.7207617,-117.1718696
2373867665,46.7214885,-117.1739195
2373867667,46.7215022,-117.1741870
2373867668,46.7217109,-117.1731203
2373867669,46.7218477,-117.1728939
2373867670,46.7241389,-117.1715483
2373867671,46.7241878,-117.1715668
2373867672,46.7242316,-117.1716277
2373867673,46.7243579,-117.1718802
2373867674,46.7247990,-117.1732414
2373867757,46.7346460,-117.1834919
2373867758,46.7346456,-117.1806553
2373867759,46.7347435,-117.1792584
2373867760,46.7346631,-117.1803984
2373867761,46.7347867,-117.1794245
2373867766,46.7365201,-117.1834020
2373867795,46.7433442,-117.1833546
2390079557,46.7300819,-117.1798535
2390079605,46.7307432,-117.1799419
2390079653,46.7325711,-117.1740028
2390079654,46.7326749,-117.1731976
2390079655,46.7326356,-117.1737919
2404311687,46.7296727,-117.1811285
2404311688,46.7298605,-117.1815118
2404311689,46.7299029,-117.1815210
2404311690,46.7299581,-117.1815181
2404311691,46.7299934,-117.1815128
2453596415,46.7263192,-117.1229484
2453596416,46.7278432,-117.1157695
2453596417,46.7192621,-117.1309092
2453596418,46.7244483,-117.1654006
2453596419,46.7294649,-117.1773194
2453596420,46.7199423,-117.1337728
2453596421,46.7213115,-117.1316852
2453596422,46.7200429,-117.1339586
2453596423,46.7193541,-117.1309039
2453596424,46.7215991,-117.1633379
2453596425,46.7198559,-117.1338701
2453596426,46.7204325,-117.1378384
2453596427,46.7294824,-117.1761165
2453596428,46.7343949,-117.2177429
2453596429,46.7214098,-117.1626695
2453596430,46.7203558,-117.1378272
2453596431,46.7192033,-117.1308717
2453596432,46.7266280,-117.1225461
2453596433,46.7357420,-117.2223047
2453596434,46.7202771,-117.1305820
2453596435,46.7208886,-117.1331070
2453596436,46.7202619,-117.1336582
2453596437,46.7215893,-117.1592564
2453596438,46.7208067,-117.1308824
2453596439,46.7213387,-117.1619595
2453596440,46.7197233,-117.1355494
2453596441,46.7264699,-117.1229001
2453596442,46.7281028,-117.1045174
2453596444,46.7191628,-117.1359357
2453596445,46.7293880,-117.1772600
2453596446,46.7213448,-117.1616774
2453596447,46.7205088,-117.1305874
2453596448,46.7247021,-117.1656481
2453596450,46.7198088,-117.1346804
2453596451,46.7202742,-117.1335611
2453596453,46.7296287,-117.1747730
2453596454,46.7265619,-117.1228036
2453596455,46.7349702,-117.2200052
2453596456,46.7354482,-117.2214939
2453596457,46.7294317,-117.1771868
2453596458,46.7209937,-117.1319741
2453596459,46.7193651,-117.1349915
2453596460,46.7294282,-117.1772738
2453596462,46.7208545,-117.1311023
2453596463,46.7298214,-117.1814957
2453596464,46.7279926,-117.1061299
2453596467,46.7275734,-117.1171468
2453596468,46.7296034,-117.1743346
2453596469,46.7337630,-117.2126094
2453596470,46.7201563,-117.1337915
2453596471,46.7216173,-117.1588047
2453596472,46.7205899,-117.1377977
2453596473,46.7193357,-117.1352115
2453596474,46.7206629,-117.1376783
2453596475,46.7296034,-117.1752097
2453596476,46.7192768,-117.1357694
2453596477,46.7209172,-117.1318335
2453596478,46.7347958,-117.2193787
2453596480,46.7204390,-117.1305552
2453596481,46.7294947,-117.1759931
2453596482,46.7259772,-117.1229753
2453596483,46.7208402,-117.1309867
2453596484,46.7201744,-117.1336158
2453596485,46.7210132,-117.1315495
2453596487,46.7314664,-117.1868772
2453596488,46.7203691,-117.1305552
2453596489,46.7191003,-117.1307483
2453596490,46.7281248,-117.1126855
2453596492,46.7280298,-117.1143074
2453596493,46.7282951,-117.1031650
2453596494,46.7192437,-117.1358874
2453596495,46.7192106,-117.1359250
2453596498,46.7207479,-117.1307858
2453601786,46.7312984,-117.0879866
2453601787,46.7313828,-117.0877058
2453601792,46.7314385,-117.0877777
2453601794,46.7240928,-117.0881948
2453601796,46.7312948,-117.0878034
2453601799,46.7287432,-117.0878334
2453601800,46.7239057,-117.0882617
2453601802,46.7470862,-117.0537434
2453601805,46.7305110,-117.0880798
2453601806,46.7293255,-117.0882901
2453601807,46.7226122,-117.0892400
2453601808,46.7315619,-117.0877949
2453601810,46.7242966,-117.0881622
2453601811,46.7215452,-117.0921706
2453601813,46.7475439,-117.0539052
2453601814,46.7265814,-117.0884546
2453601815,46.7281368,-117.0878225
2453601816,46.7250948,-117.0883117
2453601817,46.7269971,-117.0884103
2453601819,46.7380460,-117.0689435
2453601821,46.7278566,-117.0878871
2453601823,46.7268137,-117.0884513
2453601824,46.7227453,-117.0890293
2453601825,46.7254299,-117.0883587
2453601826,46.7377648,-117.0697734
2453601829,46.7285170,-117.0877741
2453601832,46.7310655,-117.0878850
2453601834,46.7331514,-117.0833508
2453601835,46.7277113,-117.0879727
2453601837,46.7352557,-117.0747878
2453601838,46.7245031,-117.0881598
2453601840,46.7218011,-117.0913882
2453601842,46.7327800,-117.0848242
2453601843,46.7479750,-117.0541858
2453601847,46.7279939,-117.0878466
2453601853,46.7252584,-117.0883490
2453601857,46.7382422,-117.0680441
2493952580,46.7190185,-117.1641529
2493952597,46.7126141,-117.1660653
2493952645,46.7157472,-117.1637178
2493952647,46.7155701,-117.1638656
2493952649,46.7164320,-117.1640486
2493952651,46.7177627,-117.1638555
2493952653,46.7187537,-117.1638532
2501925759,46.7355969,-117.1598835
2501925767,46.7376186,-117.1557634
2501925787,46.7398812,-117.1575098
2501925801,46.7369466,-117.1307101
2501925803,46.7371247,-117.1305408
2501925825,46.7387504,-117.1303662
2501925827,46.7379477,-117.1301890
2501925829,46.7377751,-117.1295606
2501925831,46.7403101,-117.1314682
2501925833,46.7406304,-117.1317008
2501925835,46.7413457,-117.1325427
2501925837,46.7419689,-117.1342040
2501925839,46.7417769,-117.1335221
2501925841,46.7416677,-117.1332136
2501925843,46.7424250,-117.1360298
2501925845,46.7422497,-117.1464851
2501925847,46.7424399,-117.1375050
2501925861,46.7403832,-117.1595488
2501925873,46.7403770,-117.1644870
2501933212,46.7437714,-117.1559037
2501933215,46.7441030,-117.1602877
2501933216,46.7439872,-117.1616371
2501933217,46.7435545,-117.1639812
2501933218,46.7436450,-117.1652056
2501933219,46.7438671,-117.1660026
2501933220,46.7441517,-117.1666364
2501933221,46.7445613,-117.1672317
2501933222,46.7451218,-117.1677415
2501933223,46.7449939,-117.1676422
2501933224,46.7459596,-117.1682184
2501933227,46.7485306,-117.1696324
2501933228,46.7483234,-117.1695483
2501933229,46.7493044,-117.1698764
2501933230,46.7497824,-117.1700254
2501933231,46.7499744,-117.1702426
2501933232,46.7501946,-117.1707323
2505411789,46.7282660,-117.1810500
2505411790,46.7282625,-117.1813056
2505411791,46.7303033,-117.1737820
2505411792,46.7296688,-117.1722470
2505411793,46.7285224,-117.1713099
2506154038,46.7298579,-117.1623743
2506154041,46.7301628,-117.1621847
2506154053,46.7304643,-117.1621527
2506172123,46.7294398,-117.1606938
2506172133,46.7295770,-117.1604671
2506172137,46.7295793,-117.1611466
2506172143,46.7296219,-117.1609121
2506172148,46.7296390,-117.1604001
2506172150,46.7296616,-117.1610100
2506172156,46.7296837,-117.1604968
2506172160,46.7296977,-117.1608693
2506172162,46.7296928,-117.1609397
2510586370,46.7301182,-117.1606350
2510586373,46.7303494,-117.1605881
2510666145,46.7304968,-117.1620749
2510666148,46.7305038,-117.1631023
2510666151,46.7305094,-117.1631540
2510666152,46.7305970,-117.1647516
2510666153,46.7307980,-117.1634991
2510666155,46.7308187,-117.1635967
2510666156,46.7307379,-117.1618968
2510777562,46.7289485,-117.1570776
2510777567,46.7289712,-117.1567230
2510777568,46.7290554,-117.1563209
2510777571,46.7290739,-117.1578343
2510777572,46.7291193,-117.1589455
2510777574,46.7291527,-117.1561846
2510777575,46.7292400,-117.1577067
2510777576,46.7291457,-117.1575327
2510777577,46.7292997,-117.1589236
2510777578,46.7293544,-117.1555706
2510777580,46.7294171,-117.1576012
2510777585,46.7294785,-117.1588992
2510777586,46.7294952,-117.1554564
2510777597,46.7295917,-117.1573603
2510777598,46.7296036,-117.1575703
2510777602,46.7296594,-117.1588796
2510777608,46.7298793,-117.1569650
2510777610,46.7299479,-117.1588573
2510777611,46.7306176,-117.1553272
2510777613,46.7308184,-117.1592274
2514369391,46.7298888,-117.1554550
2514369398,46.7299962,-117.1584405
2514369403,46.7301081,-117.1593203
2514369410,46.7307569,-117.1590168
2514374006,46.7268743,-117.1600098
2515689286,46.7288036,-117.1616483
2515689287,46.7288296,-117.1616722
2515689288,46.7288469,-117.1617554
2515689289,46.7288544,-117.1620532
2515689290,46.7288850,-117.1626445
2515689292,46.7288985,-117.1629075
2515689295,46.7289324,-117.1613734
2515689297,46.7289739,-117.1647578
2515689299,46.7289868,-117.1650930
2515689300,46.7290049,-117.1656055
2515689305,46.7291610,-117.1608932
2515689311,46.7291991,-117.1608593
2515689314,46.7294613,-117.1611306
2515689318,46.7292917,-117.1606590
2515689338,46.7294905,-117.1611603
2515689341,46.7295279,-117.1611984
2515689349,46.7295988,-117.1612784
2515689352,46.7296146,-117.1613051
2515689381,46.7307023,-117.1598628
2515689383,46.7307131,-117.1598326
2515689385,46.7307444,-117.1592661
2515689389,46.7308700,-117.1592062
2515689403,46.7322687,-117.1661061
2515701099,46.7290547,-117.1651476
2515701131,46.7298930,-117.1650360
2515701172,46.7306220,-117.1650475
2515701174,46.7306840,-117.1647472
2519963966,46.7304551,-117.1379225
2519964005,46.7344815,-117.1648903
2524643891,46.7297118,-117.1535234
2524643983,46.7302112,-117.1534831
2524644000,46.7302878,-117.1553220
2524644009,46.7303065,-117.1534483
2524644011,46.7303187,-117.1524436
2524644022,46.7303549,-117.1534274
2524644038,46.7304057,-117.1534078
2524644042,46.7304380,-117.1535005
2524644046,46.7304836,-117.1524417
2524644051,46.7305430,-117.1536205
2524644055,46.7305264,-117.1533692
2524644059,46.7306121,-117.1533526
2524644070,46.7305928,-117.1536498
2524644079,46.7306580,-117.1524346
2524644083,46.7307057,-117.1533480
2524644085,46.7307227,-117.1536692
2524644095,46.7307855,-117.1536626
2524644101,46.7308395,-117.1524140
2524644103,46.7307930,-117.1533479
2524644107,46.7308822,-117.1533554
2524644112,46.7308847,-117.1536105
2524644120,46.7309735,-117.1533832
2524644125,46.7310061,-117.1524179
2524644128,46.7309851,-117.1535159
2524644139,46.7310214,-117.1526588
2524644145,46.7310579,-117.1534155
2524644166,46.7311350,-117.1534609
2524644169,46.7311361,-117.1526434
2524644171,46.7311455,-117.1528136
2524644175,46.7311546,-117.1534715
2524644181,46.7311692,-117.1533711
2524644195,46.7312077,-117.1528080
2524644197,46.7312089,-117.1532553
2524644202,46.7312235,-117.1532186
2524644205,46.7312317,-117.1535424
2537312789,46.7331781,-117.1581164
2537312819,46.7333034,-117.1584770
2537312820,46.7333082,-117.1579647
2537312823,46.7333195,-117.1574314
2537312827,46.7333275,-117.1581294
2537312849,46.7334188,-117.1581380
2537312857,46.7334620,-117.1580889
2537312861,46.7334798,-117.1569916
2537312883,46.7335295,-117.1585192
2537312909,46.7335198,-117.1622610
2537312939,46.7336537,-117.1571443
2537312946,46.7336820,-117.1562978
2537312947,46.7336928,-117.1583315
2537312971,46.7337893,-117.1581121
2537312982,46.7338052,-117.1572795
2537312986,46.7338365,-117.1563117
2537313023,46.7339777,-117.1563749
2537313028,46.7339865,-117.1581027
2537313072,46.7341552,-117.1564634
2537313161,46.7344100,-117.1565905
2537313177,46.7345755,-117.1566731
2543649085,46.7158681,-117.1655504
2543738404,46.7381399,-117.1423134
2543738407,46.7380540,-117.1423472
2543738410,46.7379368,-117.1424071
2543738412,46.7378590,-117.1423833
2543738415,46.7377581,-117.1423216
2543738418,46.7376407,-117.1422307
2543738421,46.7375311,-117.1422173
2543738422,46.7374493,-117.1421718
2543738425,46.7373909,-117.1421746
2543738428,46.7373352,-117.1421855
2543738430,46.7372932,-117.1421819
2543738433,46.7372557,-117.1421583
2543738436,46.7372194,-117.1420978
2543738438,46.7371833,-117.1420289
2543738440,46.7371419,-117.1419845
2543738443,46.7370821,-117.1419758
2543738445,46.7370337,-117.1419723
2543738448,46.7369728,-117.1419402
2543738451,46.7369242,-117.1419335
2543738453,46.7368808,-117.1419019
2543738456,46.7368350,-117.1418643
2543738459,46.7367955,-117.1418280
2543738461,46.7367519,-117.1417717
2543738463,46.7367155,-117.1417056
2543738466,46.7366670,-117.1415519
2543738468,46.7365854,-117.1413963
2543738471,46.7365149,-117.1413290
2543738474,46.7363271,-117.1411080
2543738477,46.7358831,-117.1404853
2543738479,46.7358177,-117.1403615
2543738482,46.7357716,-117.1402022
2543738484,46.7357643,-117.1399722
2543738487,46.7357716,-117.1397315
2543738489,46.7357764,-117.1396749
2543738492,46.7356915,-117.1393032
2543738495,46.7356818,-117.1392608
2543738497,46.7356745,-117.1389458
2543738499,46.7357012,-117.1384114
2543738502,46.7357037,-117.1382946
2543738504,46.7356915,-117.1382344
2543738507,46.7356454,-117.1381035
2543738510,46.7355945,-117.1379690
2543738512,46.7355484,-117.1378062
2543738515,46.7355242,-117.1376894
2543738517,46.7355072,-117.1375301
2543738519,46.7354999,-117.1373284
2543738522,46.7354926,-117.1370877
2543738526,46.7354853,-117.1370346
2543738528,46.7354781,-117.1369638
2543738532,46.7354635,-117.1369143
2543738536,46.7354393,-117.1368966
2543738537,46.7354150,-117.1369214
2543738541,46.7354004,-117.1369745
2543738544,46.7353907,-117.1370736
2543738548,46.7353665,-117.1372227
2543738551,46.7353267,-117.1373252
2543738555,46.7352302,-117.1374237
2543738557,46.7350293,-117.1376546
2543738562,46.7348041,-117.1378714
2543738565,46.7346566,-117.1380337
2543738567,46.7345635,-117.1382831
2543738570,46.7345042,-117.1384032
2543738572,46.7344326,-117.1384775
2543738575,46.7343689,-117.1385039
2543738576,46.7342817,-117.1384982
2543738579,46.7341848,-117.1384489
2543738582,46.7341141,-117.1384094
2543738584,46.7340595,-117.1383903
2543738587,46.7339979,-117.1384050
2543738589,46.7339667,-117.1384420
2543738591,46.7340011,-117.1384873
2543738594,46.7340789,-117.1385650
2543738596,46.7342256,-117.1387399
2543738599,46.7343034,-117.1388125
2543738601,46.7343449,-117.1388647
2543738604,46.7343857,-117.1389816
2543738606,46.7344089,-117.1390818
2543738608,46.7344258,-117.1392328
2543738611,46.7344638,-117.1394392
2543738614,46.7345018,-117.1395994
2543738616,46.7345462,-117.1397596
2543738619,46.7345778,-117.1399414
2543738621,46.7346011,-117.1400431
2543738624,46.7346158,-117.1401232
2543738626,46.7346158,-117.1402464
2543738628,46.7346180,-117.1404929
2543738631,46.7346074,-117.1407456
2543738633,46.7345968,-117.1408719
2543738636,46.7345968,-117.1411245
2543738639,46.7346011,-117.1412817
2543738640,46.7346116,-117.1415466
2543738643,46.7346243,-117.1417438
2543738645,46.7346264,-117.1419256
2543738646,46.7346116,-117.1421659
2543738648,46.7345947,-117.1423415
2543738650,46.7345652,-117.1424863
2543738651,46.7345081,-117.1426096
2543738653,46.7344342,-117.1426589
2543738655,46.7343160,-117.1426712
2543738656,46.7341893,-117.1426435
2543738658,46.7340161,-117.1426096
2543738660,46.7338936,-117.1426188
2543738661,46.7338408,-117.1426281
2543738663,46.7337859,-117.1426527
2543738665,46.7337500,-117.1427113
2543738666,46.7337205,-117.1428253
2543738668,46.7336846,-117.1430101
2543738670,46.7335980,-117.1435986
2543738672,46.7335980,-117.1436695
2543738675,46.7336254,-117.1437373
2543738679,46.7337226,-117.1439683
2543738682,46.7337712,-117.1441131
2543738684,46.7338049,-117.1442425
2543738688,46.7338472,-117.1443966
2543738691,46.7338894,-117.1445075
2543738695,46.7339697,-117.1446400
2543738699,46.7340562,-117.1447386
2543738701,46.7341238,-117.1448064
2543738704,46.7341787,-117.1449081
2543738706,46.7342463,-117.1450375
2543738708,46.7342695,-117.1451453
2543738711,46.7343096,-117.1453209
2543738714,46.7343582,-117.1455058
2543738716,46.7344004,-117.1456660
2543738719,46.7344216,-117.1457862
2543738721,46.7344173,-117.1458509
2543756015,46.7381439,-117.1418029
2543756016,46.7381418,-117.1416807
2543756018,46.7381346,-117.1414981
2543756020,46.7381770,-117.1413519
2543756022,46.7381973,-117.1412949
2543756023,46.7382382,-117.1412171
2543756025,46.7382472,-117.1411532
2543756027,46.7382073,-117.1410978
2543756029,46.7380948,-117.1410689
2543756031,46.7380078,-117.1410462
2543756032,46.7379613,-117.1409763
2543756034,46.7379354,-117.1409050
2543756036,46.7379207,-117.1408191
2543756038,46.7379207,-117.1406797
2543756039,46.7379134,-117.1405402
2543756041,46.7379428,-117.1404436
2543756043,46.7379648,-117.1403363
2543756045,46.7379575,-117.1401969
2543756046,46.7379207,-117.1400627
2543756049,46.7378546,-117.1399286
2543756052,46.7378031,-117.1398053
2543756055,46.7377443,-117.1397194
2543756058,46.7377185,-117.1396336
2543756061,46.7377075,-117.1395639
2543756064,46.7376854,-117.1394458
2543756067,46.7376597,-117.1393117
2543756069,46.7376193,-117.1391991
2543756072,46.7375604,-117.1390918
2543756074,46.7374943,-117.1389952
2543756077,46.7374465,-117.1388933
2543756079,46.7373876,-117.1387324
2543756082,46.7372369,-117.1383247
2543756085,46.7372148,-117.1382281
2543756087,46.7371854,-117.1380833
2543756091,46.7371854,-117.1379706
2543756093,46.7372075,-117.1378472
2543756096,46.7372185,-117.1377614
2543756099,46.7372075,-117.1376380
2543756101,46.7371928,-117.1374771
2543756105,46.7371891,-117.1373215
2543756108,46.7371744,-117.1371767
2543756111,46.7371450,-117.1370426
2543756114,46.7370981,-117.1369988
2543756116,46.7370292,-117.1369414
2543756119,46.7369180,-117.1368828
2543756123,46.7367782,-117.1367995
2543756126,46.7366746,-117.1367361
2543756128,46.7365590,-117.1366397
2543756131,46.7365094,-117.1366085
2543756134,46.7364595,-117.1366301
2543756135,46.7364061,-117.1366650
2543756138,46.7363551,-117.1367007
2543756139,46.7362656,-117.1367281
2543756141,46.7362091,-117.1367298
2543756144,46.7361817,-117.1366832
2543756146,46.7361487,-117.1366563
2543756149,46.7361192,-117.1365812
2543756151,46.7360604,-117.1364149
2543756153,46.7360053,-117.1363184
2543756154,46.7359428,-117.1362218
2543756156,46.7358656,-117.1361414
2543756158,46.7357847,-117.1360448
2543756160,46.7357332,-117.1359321
2543756162,46.7356891,-117.1358088
2543756163,46.7356523,-117.1357176
2543756165,46.7356119,-117.1356907
2543756167,46.7355652,-117.1358768
2543756168,46.7355417,-117.1359845
2543756170,46.7354939,-117.1360962
2543756173,46.7354260,-117.1361806
2543756177,46.7353646,-117.1362427
2543756179,46.7352845,-117.1362957
2543756182,46.7351831,-117.1363294
2543756184,46.7351054,-117.1363758
2543756187,46.7350246,-117.1364612
2543756190,46.7349552,-117.1365541
2543756193,46.7348855,-117.1366361
2543756195,46.7347604,-117.1367309
2543756197,46.7346505,-117.1368326
2543756200,46.7345121,-117.1369239
2543756203,46.7343549,-117.1370465
2543756206,46.7340694,-117.1372008
2543756209,46.7338280,-117.1373515
2543756215,46.7337043,-117.1374113
2543756217,46.7336354,-117.1374366
2543756220,46.7335518,-117.1374743
2543756226,46.7334238,-117.1375891
2543756229,46.7333813,-117.1376371
2543756232,46.7332891,-117.1377023
2543756235,46.7331368,-117.1377320
2543756238,46.7329715,-117.1377358
2543756243,46.7328991,-117.1377334
2543756246,46.7328749,-117.1377926
2543756258,46.7329274,-117.1379777
2543756262,46.7329836,-117.1380940
2543756267,46.7330391,-117.1381825
2543756272,46.7330755,-117.1382280
2543756276,46.7331310,-117.1382540
2543756281,46.7331800,-117.1382712
2543756287,46.7332350,-117.1382860
2543756293,46.7333010,-117.1383102
2543756297,46.7333667,-117.1383443
2543756302,46.7334317,-117.1383778
2543756308,46.7334840,-117.1384284
2543756313,46.7335523,-117.1384815
2543756317,46.7336004,-117.1385120
2543756322,46.7336534,-117.1385247
2543756329,46.7337114,-117.1385153
2543756333,46.7337878,-117.1384853
2543756338,46.7338445,-117.1384736
2543756344,46.7339167,-117.1384476
2543756364,46.7328575,-117.1378771
2543756367,46.7328130,-117.1379377
2543756373,46.7327688,-117.1380018
2543756377,46.7327557,-117.1380793
2543756381,46.7327336,-117.1381034
2543756386,46.7326162,-117.1380117
2543756389,46.7325437,-117.1379141
2543756394,46.7324880,-117.1378247
2543756398,46.7324155,-117.1377109
2543756400,46.7323181,-117.1375992
2543756404,46.7322207,-117.1375831
2543756409,46.7323598,-117.1375320
2543756414,46.7324322,-117.1375076
2543756418,46.7325326,-117.1375076
2543756422,46.7326217,-117.1375157
2543756426,46.7327924,-117.1376099
2576583207,46.7389943,-117.1682728
2576583208,46.7390181,-117.1682503
2576583209,46.7390463,-117.1682536
2576583210,46.7390722,-117.1683221
2576583215,46.7400604,-117.1689094
2576583226,46.7398306,-117.1694489
2576583227,46.7392723,-117.1694519
2576583228,46.7392434,-117.1694308
2576583229,46.7390257,-117.1688594
2576583230,46.7390184,-117.1683746
2576583570,46.7307803,-117.1367775
2576583572,46.7307058,-117.1366270
2576597902,46.7395024,-117.1720860
2576597905,46.7392525,-117.1724920
2576607194,46.7405448,-117.1632979
2576607195,46.7289750,-117.1478799
2576607196,46.7287658,-117.1478804
2576613324,46.7398416,-117.1649545
2576613325,46.7398815,-117.1648589
2576613326,46.7401940,-117.1648160
2576613327,46.7402492,-117.1648751
2576613329,46.7402729,-117.1649528
2576613330,46.7403043,-117.1662852
2576613331,46.7402361,-117.1667851
2576613332,46.7400899,-117.1667897
2576613333,46.7395341,-117.1661063
2576613334,46.7402318,-117.1666034
2576613341,46.7405155,-117.1679044
2576613342,46.7406142,-117.1678446
2576613343,46.7406859,-117.1676972
2576613344,46.7406760,-117.1674062
2576613346,46.7406225,-117.1671238
2576613347,46.7405210,-117.1668939
2576613348,46.7404749,-117.1668021
2576613349,46.7404719,-117.1667430
2576613350,46.7405205,-117.1666345
2576613351,46.7408412,-117.1664087
2576613352,46.7405594,-117.1659801
2576613353,46.7404931,-117.1657907
2576613354,46.7404687,-117.1654802
2576613355,46.7404978,-117.1653980
2576613356,46.7405560,-117.1653473
2576613357,46.7409163,-117.1653335
2576613358,46.7409065,-117.1647603
2576613360,46.7413234,-117.1660842
2576613361,46.7413512,-117.1675766
2576613362,46.7413775,-117.1676843
2576613363,46.7413354,-117.1677607
2576613364,46.7412726,-117.1677942
2576613368,46.7406912,-117.1678195
2576613370,46.7405464,-117.1669394
2576613371,46.7413297,-117.1663897
2576618718,46.7423372,-117.1537830
2576618719,46.7429497,-117.1517265
2576618720,46.7432835,-117.1510029
2576618721,46.7431992,-117.1511772
2576618722,46.7449635,-117.1553792
2576618723,46.7402138,-117.1522464
2576618724,46.7410069,-117.1510269
2576618725,46.7408924,-117.1512573
2576618726,46.7413356,-117.1505621
2576618727,46.7413491,-117.1501418
2594403224,46.7379837,-117.1745060
2594403228,46.7378316,-117.1744674
2671668064,46.7321355,-117.1913489
